chr	CO_start	CO_end	chr	CO_midpoint_Start	CO_midpoint_End	sample	
1	278604708	278605209	1	278604958	278604959	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
2	3104810	3105522	2	3105166	3105167	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
2	205234510	205247645	2	205241077	205241078	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
3	171754138	171754279	3	171754208	171754209	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
3	209115302	209116759	3	209116030	209116031	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
4	11718722	11759567	4	11739144	11739145	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
6	152645303	154669185	6	153657244	153657245	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
7	141827396	141827455	7	141827425	141827426	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
10	10287864	10287912	10	10287888	10287889	FBMB156_CTTGTA_L004_R1_001.fastq_q5.bam.group	
1	59669772	59672387	1	59671079	59671080	FBMB16_bowtie2_q5.bam.group	
6	95327087	95347237	6	95337162	95337163	FBMB16_bowtie2_q5.bam.group	
6	154728481	156458362	6	155593421	155593422	FBMB16_bowtie2_q5.bam.group	
9	11558577	11560003	9	11559290	11559291	FBMB16_bowtie2_q5.bam.group	
1	63214128	63214893	1	63214510	63214511	FBMB17_bowtie2_q5.bam.group	
2	41958339	41960849	2	41959594	41959595	FBMB17_bowtie2_q5.bam.group	
2	179462453	179698818	2	179580635	179580636	FBMB17_bowtie2_q5.bam.group	
3	37238489	37244620	3	37241554	37241555	FBMB17_bowtie2_q5.bam.group	
3	187009011	187014814	3	187011912	187011913	FBMB17_bowtie2_q5.bam.group	
4	188328209	188364311	4	188346260	188346261	FBMB17_bowtie2_q5.bam.group	
5	195419973	195433831	5	195426902	195426903	FBMB17_bowtie2_q5.bam.group	
7	14033631	14045543	7	14039587	14039588	FBMB17_bowtie2_q5.bam.group	
8	23499457	23506196	8	23502826	23502827	FBMB17_bowtie2_q5.bam.group	
9	149532838	149533224	9	149533031	149533032	FBMB17_bowtie2_q5.bam.group	
10	10613608	10616216	10	10614912	10614913	FBMB17_bowtie2_q5.bam.group	
1	17697804	17700861	1	17699332	17699333	FBMB18_bowtie2_q5.bam.group	
1	196056525	196071252	1	196063888	196063889	FBMB18_bowtie2_q5.bam.group	
1	274425474	274458837	1	274442155	274442156	FBMB18_bowtie2_q5.bam.group	
3	8304000	8326038	3	8315019	8315020	FBMB18_bowtie2_q5.bam.group	
3	172380977	172382705	3	172381841	172381842	FBMB18_bowtie2_q5.bam.group	
3	211622482	211684124	3	211653303	211653304	FBMB18_bowtie2_q5.bam.group	
4	11090582	11149442	4	11120012	11120013	FBMB18_bowtie2_q5.bam.group	
4	185697501	185712033	4	185704767	185704768	FBMB18_bowtie2_q5.bam.group	
7	165436650	165453419	7	165445034	165445035	FBMB18_bowtie2_q5.bam.group	
9	147547566	147632404	9	147589985	147589986	FBMB18_bowtie2_q5.bam.group	
10	98490021	98494912	10	98492466	98492467	FBMB18_bowtie2_q5.bam.group	
10	136879587	136879917	10	136879752	136879753	FBMB18_bowtie2_q5.bam.group	
1	9956952	9957099	1	9957025	9957026	FBMB19_bowtie2_q5.bam.group	
1	279566151	279566361	1	279566256	279566257	FBMB19_bowtie2_q5.bam.group	
3	4554423	4556516	3	4555469	4555470	FBMB19_bowtie2_q5.bam.group	
3	212616326	228946158	3	220781242	220781243	FBMB19_bowtie2_q5.bam.group	
4	18527730	18565367	4	18546548	18546549	FBMB19_bowtie2_q5.bam.group	
4	181880617	181881167	4	181880892	181880893	FBMB19_bowtie2_q5.bam.group	
5	31389415	96996958	5	64193186	64193187	FBMB19_bowtie2_q5.bam.group	
8	110183234	110183398	8	110183316	110183317	FBMB19_bowtie2_q5.bam.group	
10	120653082	120668322	10	120660702	120660703	FBMB19_bowtie2_q5.bam.group	
1	25376365	25376737	1	25376551	25376552	FBMB20_bowtie2_q5.bam.group	
1	198396612	198396708	1	198396660	198396661	FBMB20_bowtie2_q5.bam.group	
3	12526331	12527710	3	12527020	12527021	FBMB20_bowtie2_q5.bam.group	
3	206689811	207149619	3	206919715	206919716	FBMB20_bowtie2_q5.bam.group	
4	181961327	181961528	4	181961427	181961428	FBMB20_bowtie2_q5.bam.group	
5	195440561	195440828	5	195440694	195440695	FBMB20_bowtie2_q5.bam.group	
6	159497075	163293304	6	161395189	161395190	FBMB20_bowtie2_q5.bam.group	
9	143953979	144049630	9	144001804	144001805	FBMB20_bowtie2_q5.bam.group	
1	35211084	35211385	1	35211234	35211235	FBMB21_bowtie2_q5.bam.group	
1	295004401	295006483	1	295005442	295005443	FBMB21_bowtie2_q5.bam.group	
3	10394019	10409294	3	10401656	10401657	FBMB21_bowtie2_q5.bam.group	
3	199246985	199248941	3	199247963	199247964	FBMB21_bowtie2_q5.bam.group	
4	191959009	191960540	4	191959774	191959775	FBMB21_bowtie2_q5.bam.group	
4	228810461	228810543	4	228810502	228810503	FBMB21_bowtie2_q5.bam.group	
5	31948697	32271665	5	32110181	32110182	FBMB21_bowtie2_q5.bam.group	
7	143410578	143414291	7	143412434	143412435	FBMB21_bowtie2_q5.bam.group	
7	162685545	162699241	7	162692393	162692394	FBMB21_bowtie2_q5.bam.group	
8	144827640	157222586	8	151025113	151025114	FBMB21_bowtie2_q5.bam.group	
9	138665453	138689528	9	138677490	138677491	FBMB21_bowtie2_q5.bam.group	
10	77190713	77190773	10	77190743	77190744	FBMB21_bowtie2_q5.bam.group	
1	262565512	262565726	1	262565619	262565620	FBMB22_bowtie2_q5.bam.group	
2	15343099	15343738	2	15343418	15343419	FBMB22_bowtie2_q5.bam.group	
3	229987257	230413327	3	230200292	230200293	FBMB22_bowtie2_q5.bam.group	
4	9672083	9680555	4	9676319	9676320	FBMB22_bowtie2_q5.bam.group	
6	97514428	97514486	6	97514457	97514458	FBMB22_bowtie2_q5.bam.group	
7	164831528	164832749	7	164832138	164832139	FBMB22_bowtie2_q5.bam.group	
8	108496548	108497940	8	108497244	108497245	FBMB22_bowtie2_q5.bam.group	
9	20666041	20666367	9	20666204	20666205	FBMB22_bowtie2_q5.bam.group	
10	99642806	102020783	10	100831794	100831795	FBMB22_bowtie2_q5.bam.group	
2	230559716	230561216	2	230560466	230560467	FBMB23_bowtie2_q5.bam.group	
3	12533457	12554753	3	12544105	12544106	FBMB23_bowtie2_q5.bam.group	
4	235724616	235724739	4	235724677	235724678	FBMB23_bowtie2_q5.bam.group	
5	12894089	12896752	5	12895420	12895421	FBMB23_bowtie2_q5.bam.group	
5	169873298	169874485	5	169873891	169873892	FBMB23_bowtie2_q5.bam.group	
6	112214409	112283188	6	112248798	112248799	FBMB23_bowtie2_q5.bam.group	
10	97796854	97797153	10	97797003	97797004	FBMB23_bowtie2_q5.bam.group	
1	187592989	211265586	1	199429287	199429288	FBMB24_bowtie2_q5.bam.group	
2	41491272	41504346	2	41497809	41497810	FBMB24_bowtie2_q5.bam.group	
3	9326682	9334110	3	9330396	9330397	FBMB24_bowtie2_q5.bam.group	
4	26377566	26377787	4	26377676	26377677	FBMB24_bowtie2_q5.bam.group	
5	7858759	7859328	5	7859043	7859044	FBMB24_bowtie2_q5.bam.group	
6	110828198	111139909	6	110984053	110984054	FBMB24_bowtie2_q5.bam.group	
7	5334176	5335166	7	5334671	5334672	FBMB24_bowtie2_q5.bam.group	
9	7103831	7105365	9	7104598	7104599	FBMB24_bowtie2_q5.bam.group	
1	276820694	276821300	1	276820997	276820998	FBMB25_bowtie2_q5.bam.group	
2	213815822	213840225	2	213828023	213828024	FBMB25_bowtie2_q5.bam.group	
3	178607939	178607979	3	178607959	178607960	FBMB25_bowtie2_q5.bam.group	
5	202290404	202290610	5	202290507	202290508	FBMB25_bowtie2_q5.bam.group	
9	116888106	117056081	9	116972093	116972094	FBMB25_bowtie2_q5.bam.group	
10	132792918	132795032	10	132793975	132793976	FBMB25_bowtie2_q5.bam.group	
1	74704458	74710591	1	74707524	74707525	FBMB26_bowtie2_q5.bam.group	
1	242900077	242918034	1	242909055	242909056	FBMB26_bowtie2_q5.bam.group	
2	9129227	9129272	2	9129249	9129250	FBMB26_bowtie2_q5.bam.group	
2	203232361	203248771	2	203240566	203240567	FBMB26_bowtie2_q5.bam.group	
3	172051272	172127937	3	172089604	172089605	FBMB26_bowtie2_q5.bam.group	
4	17367300	17367351	4	17367325	17367326	FBMB26_bowtie2_q5.bam.group	
4	161417113	166733521	4	164075317	164075318	FBMB26_bowtie2_q5.bam.group	
5	6570480	6570578	5	6570529	6570530	FBMB26_bowtie2_q5.bam.group	
6	69067293	69088625	6	69077959	69077960	FBMB26_bowtie2_q5.bam.group	
7	5614323	5638423	7	5626373	5626374	FBMB26_bowtie2_q5.bam.group	
7	157874190	157874991	7	157874590	157874591	FBMB26_bowtie2_q5.bam.group	
8	125241249	125268002	8	125254625	125254626	FBMB26_bowtie2_q5.bam.group	
8	167778668	167779693	8	167779180	167779181	FBMB26_bowtie2_q5.bam.group	
9	10317655	10321275	9	10319465	10319466	FBMB26_bowtie2_q5.bam.group	
10	4751776	4752449	10	4752112	4752113	FBMB26_bowtie2_q5.bam.group	
10	142597532	142600346	10	142598939	142598940	FBMB26_bowtie2_q5.bam.group	
1	87282166	87282423	1	87282294	87282295	FBMB27_bowtie2_q5.bam.group	
1	203551672	225023874	1	214287773	214287774	FBMB27_bowtie2_q5.bam.group	
1	291926320	291926736	1	291926528	291926529	FBMB27_bowtie2_q5.bam.group	
2	16738837	16770788	2	16754812	16754813	FBMB27_bowtie2_q5.bam.group	
3	212548506	212548614	3	212548560	212548561	FBMB27_bowtie2_q5.bam.group	
4	23548175	23548774	4	23548474	23548475	FBMB27_bowtie2_q5.bam.group	
5	5916126	5916328	5	5916227	5916228	FBMB27_bowtie2_q5.bam.group	
6	98023820	98025375	6	98024597	98024598	FBMB27_bowtie2_q5.bam.group	
7	7918998	7952598	7	7935798	7935799	FBMB27_bowtie2_q5.bam.group	
7	141838785	141838839	7	141838812	141838813	FBMB27_bowtie2_q5.bam.group	
10	141126475	141148251	10	141137363	141137364	FBMB27_bowtie2_q5.bam.group	
1	25372238	25374890	1	25373564	25373565	FBMB28_bowtie2_q5.bam.group	
1	276682500	276682954	1	276682727	276682728	FBMB28_bowtie2_q5.bam.group	
3	21563239	21563751	3	21563495	21563496	FBMB28_bowtie2_q5.bam.group	
4	169899945	172597389	4	171248667	171248668	FBMB28_bowtie2_q5.bam.group	
6	95327087	95347237	6	95337162	95337163	FBMB28_bowtie2_q5.bam.group	
6	159497075	163293304	6	161395189	161395190	FBMB28_bowtie2_q5.bam.group	
8	5190093	5225367	8	5207730	5207731	FBMB28_bowtie2_q5.bam.group	
9	11221887	11222231	9	11222059	11222060	FBMB28_bowtie2_q5.bam.group	
9	145066699	145067149	9	145066924	145066925	FBMB28_bowtie2_q5.bam.group	
10	16519906	16520092	10	16519999	16520000	FBMB28_bowtie2_q5.bam.group	
1	22786445	23162201	1	22974323	22974324	FBMB29_bowtie2_q5.bam.group	
2	178095152	178095708	2	178095430	178095431	FBMB29_bowtie2_q5.bam.group	
3	3553291	3554088	3	3553689	3553690	FBMB29_bowtie2_q5.bam.group	
3	48804685	48809878	3	48807281	48807282	FBMB29_bowtie2_q5.bam.group	
3	181073495	181074067	3	181073781	181073782	FBMB29_bowtie2_q5.bam.group	
5	186878109	186923050	5	186900579	186900580	FBMB29_bowtie2_q5.bam.group	
6	69042043	69067293	6	69054668	69054669	FBMB29_bowtie2_q5.bam.group	
6	74185110	95600317	6	84892713	84892714	FBMB29_bowtie2_q5.bam.group	
7	120795231	120797821	7	120796526	120796527	FBMB29_bowtie2_q5.bam.group	
7	165742614	165743185	7	165742899	165742900	FBMB29_bowtie2_q5.bam.group	
8	166915876	166916968	8	166916422	166916423	FBMB29_bowtie2_q5.bam.group	
9	2931657	6000645	9	4466151	4466152	FBMB29_bowtie2_q5.bam.group	
2	27549389	27848330	2	27698859	27698860	FBMB30_bowtie2_q5.bam.group	
5	6673779	6674888	5	6674333	6674334	FBMB30_bowtie2_q5.bam.group	
5	203711697	203715831	5	203713764	203713765	FBMB30_bowtie2_q5.bam.group	
7	8266299	8267897	7	8267098	8267099	FBMB30_bowtie2_q5.bam.group	
8	13369033	13369658	8	13369345	13369346	FBMB30_bowtie2_q5.bam.group	
9	139932975	139941873	9	139937424	139937425	FBMB30_bowtie2_q5.bam.group	
10	143933924	143934106	10	143934015	143934016	FBMB30_bowtie2_q5.bam.group	
1	43491418	43493221	1	43492319	43492320	FBMB31_bowtie2_q5.bam.group	
4	11774558	11829437	4	11801997	11801998	FBMB31_bowtie2_q5.bam.group	
4	189904461	189904490	4	189904475	189904476	FBMB31_bowtie2_q5.bam.group	
5	189889758	189890023	5	189889890	189889891	FBMB31_bowtie2_q5.bam.group	
6	159497075	163293304	6	161395189	161395190	FBMB31_bowtie2_q5.bam.group	
7	5521159	5521175	7	5521167	5521168	FBMB31_bowtie2_q5.bam.group	
9	2386073	2522487	9	2454280	2454281	FBMB31_bowtie2_q5.bam.group	
10	5994510	6005355	10	5999932	5999933	FBMB31_bowtie2_q5.bam.group	
10	143936941	143937033	10	143936987	143936988	FBMB31_bowtie2_q5.bam.group	
1	59909518	59930334	1	59919926	59919927	FBMB32_bowtie2_q5.bam.group	
1	229858112	230889733	1	230373922	230373923	FBMB32_bowtie2_q5.bam.group	
2	219878811	220064766	2	219971788	219971789	FBMB32_bowtie2_q5.bam.group	
4	11567642	11573049	4	11570345	11570346	FBMB32_bowtie2_q5.bam.group	
8	13895712	13909458	8	13902585	13902586	FBMB32_bowtie2_q5.bam.group	
8	166745453	166746044	8	166745748	166745749	FBMB32_bowtie2_q5.bam.group	
9	8457735	8458692	9	8458213	8458214	FBMB32_bowtie2_q5.bam.group	
1	49772632	49772982	1	49772807	49772808	FBMB33_bowtie2_q5.bam.group	
1	233397972	233398316	1	233398144	233398145	FBMB33_bowtie2_q5.bam.group	
1	290109797	290109894	1	290109845	290109846	FBMB33_bowtie2_q5.bam.group	
3	7981827	7982043	3	7981935	7981936	FBMB33_bowtie2_q5.bam.group	
3	179470463	179495952	3	179483207	179483208	FBMB33_bowtie2_q5.bam.group	
5	5436411	5486554	5	5461482	5461483	FBMB33_bowtie2_q5.bam.group	
5	186878109	186923050	5	186900579	186900580	FBMB33_bowtie2_q5.bam.group	
7	5039156	5041275	7	5040215	5040216	FBMB33_bowtie2_q5.bam.group	
8	101735394	101752201	8	101743797	101743798	FBMB33_bowtie2_q5.bam.group	
9	13948332	13948963	9	13948647	13948648	FBMB33_bowtie2_q5.bam.group	
1	2239328	6038070	1	4138699	4138700	FBMB34_bowtie2_q5.bam.group	
1	87767369	87768696	1	87768032	87768033	FBMB34_bowtie2_q5.bam.group	
1	92966524	211265586	1	152116055	152116056	FBMB34_bowtie2_q5.bam.group	
3	181748581	181749267	3	181748924	181748925	FBMB34_bowtie2_q5.bam.group	
4	57571201	57571758	4	57571479	57571480	FBMB34_bowtie2_q5.bam.group	
7	9327647	9327774	7	9327710	9327711	FBMB34_bowtie2_q5.bam.group	
7	129951539	129959797	7	129955668	129955669	FBMB34_bowtie2_q5.bam.group	
9	10121608	10122509	9	10122058	10122059	FBMB34_bowtie2_q5.bam.group	
2	206054153	206059794	2	206056973	206056974	FBMB35_bowtie2_q5.bam.group	
3	22678359	22679947	3	22679153	22679154	FBMB35_bowtie2_q5.bam.group	
3	187810080	187810546	3	187810313	187810314	FBMB35_bowtie2_q5.bam.group	
6	103638195	103644347	6	103641271	103641272	FBMB35_bowtie2_q5.bam.group	
6	163327377	163329200	6	163328288	163328289	FBMB35_bowtie2_q5.bam.group	
7	162337555	162339569	7	162338562	162338563	FBMB35_bowtie2_q5.bam.group	
10	139747730	139796539	10	139772134	139772135	FBMB35_bowtie2_q5.bam.group	
1	242900077	242918034	1	242909055	242909056	FBMB36_bowtie2_q5.bam.group	
2	222275449	222275681	2	222275565	222275566	FBMB36_bowtie2_q5.bam.group	
5	7250099	7255592	5	7252845	7252846	FBMB36_bowtie2_q5.bam.group	
6	55100911	55115132	6	55108021	55108022	FBMB36_bowtie2_q5.bam.group	
8	12849552	12849823	8	12849687	12849688	FBMB36_bowtie2_q5.bam.group	
8	169064665	169064776	8	169064720	169064721	FBMB36_bowtie2_q5.bam.group	
9	18523704	18613216	9	18568460	18568461	FBMB36_bowtie2_q5.bam.group	
2	15337457	15341661	2	15339559	15339560	FBMB37_bowtie2_q5.bam.group	
3	3406828	3422252	3	3414540	3414541	FBMB37_bowtie2_q5.bam.group	
3	159758620	160077253	3	159917936	159917937	FBMB37_bowtie2_q5.bam.group	
4	11915517	11917250	4	11916383	11916384	FBMB37_bowtie2_q5.bam.group	
1	298323951	298325103	1	298324527	298324528	FBMB38_bowtie2_q5.bam.group	
3	115687653	115691666	3	115689659	115689660	FBMB38_bowtie2_q5.bam.group	
3	210536459	210555357	3	210545908	210545909	FBMB38_bowtie2_q5.bam.group	
4	6384738	6385237	4	6384987	6384988	FBMB38_bowtie2_q5.bam.group	
4	234360020	234378397	4	234369208	234369209	FBMB38_bowtie2_q5.bam.group	
5	13391955	13393241	5	13392598	13392599	FBMB38_bowtie2_q5.bam.group	
5	175607715	175608807	5	175608261	175608262	FBMB38_bowtie2_q5.bam.group	
7	5325268	5326098	7	5325683	5325684	FBMB38_bowtie2_q5.bam.group	
7	172471653	172870005	7	172670829	172670830	FBMB38_bowtie2_q5.bam.group	
8	11834856	11864902	8	11849879	11849880	FBMB38_bowtie2_q5.bam.group	
10	139813237	139828394	10	139820815	139820816	FBMB38_bowtie2_q5.bam.group	
1	222128929	222205845	1	222167387	222167388	FBMB39_bowtie2_q5.bam.group	
1	295347740	295347975	1	295347857	295347858	FBMB39_bowtie2_q5.bam.group	
3	168493289	168493728	3	168493508	168493509	FBMB39_bowtie2_q5.bam.group	
4	9632207	9632394	4	9632300	9632301	FBMB39_bowtie2_q5.bam.group	
5	169457405	169458273	5	169457839	169457840	FBMB39_bowtie2_q5.bam.group	
7	9155101	9191222	7	9173161	9173162	FBMB39_bowtie2_q5.bam.group	
7	160558293	160558367	7	160558330	160558331	FBMB39_bowtie2_q5.bam.group	
8	7416779	7422570	8	7419674	7419675	FBMB39_bowtie2_q5.bam.group	
10	4749761	4751218	10	4750489	4750490	FBMB39_bowtie2_q5.bam.group	
1	12855101	12862787	1	12858944	12858945	FBMB40_bowtie2_q5.bam.group	
1	242900077	242918034	1	242909055	242909056	FBMB40_bowtie2_q5.bam.group	
2	14332552	14334618	2	14333585	14333586	FBMB40_bowtie2_q5.bam.group	
2	233019189	233114588	2	233066888	233066889	FBMB40_bowtie2_q5.bam.group	
3	8210198	8211378	3	8210788	8210789	FBMB40_bowtie2_q5.bam.group	
4	156629602	156635000	4	156632301	156632302	FBMB40_bowtie2_q5.bam.group	
5	6682960	6683110	5	6683035	6683036	FBMB40_bowtie2_q5.bam.group	
5	195435863	195436146	5	195436004	195436005	FBMB40_bowtie2_q5.bam.group	
6	158482848	158486653	6	158484750	158484751	FBMB40_bowtie2_q5.bam.group	
8	103332277	103336542	8	103334409	103334410	FBMB40_bowtie2_q5.bam.group	
9	146264068	146266172	9	146265120	146265121	FBMB40_bowtie2_q5.bam.group	
9	13464058	13476337	9	13470197	13470198	FBMB40_bowtie2_q5.bam.group	
10	4246000	4252392	10	4249196	4249197	FBMB40_bowtie2_q5.bam.group	
10	139813237	139828394	10	139820815	139820816	FBMB40_bowtie2_q5.bam.group	
1	9673321	9693949	1	9683635	9683636	FBMB41_bowtie2_q5.bam.group	
1	218552609	218563215	1	218557912	218557913	FBMB41_bowtie2_q5.bam.group	
3	159763750	160077253	3	159920501	159920502	FBMB41_bowtie2_q5.bam.group	
4	14673904	14707655	4	14690779	14690780	FBMB41_bowtie2_q5.bam.group	
8	131527023	131530344	8	131528683	131528684	FBMB41_bowtie2_q5.bam.group	
8	169643805	169643914	8	169643859	169643860	FBMB41_bowtie2_q5.bam.group	
1	43491418	43493221	1	43492319	43492320	FBMB42_bowtie2_q5.bam.group	
5	140986422	140995926	5	140991174	140991175	FBMB42_bowtie2_q5.bam.group	
5	195419973	195433831	5	195426902	195426903	FBMB42_bowtie2_q5.bam.group	
6	150074175	151583327	6	150828751	150828752	FBMB42_bowtie2_q5.bam.group	
9	125564660	125565904	9	125565282	125565283	FBMB42_bowtie2_q5.bam.group	
10	89419103	89419238	10	89419170	89419171	FBMB42_bowtie2_q5.bam.group	
3	38108191	38113391	3	38110791	38110792	FBMB43_bowtie2_q5.bam.group	
3	159374166	159382423	3	159378294	159378295	FBMB43_bowtie2_q5.bam.group	
4	177349254	177349979	4	177349616	177349617	FBMB43_bowtie2_q5.bam.group	
4	234349494	234350424	4	234349959	234349960	FBMB43_bowtie2_q5.bam.group	
7	6299400	6305323	7	6302361	6302362	FBMB43_bowtie2_q5.bam.group	
7	165796758	165798636	7	165797697	165797698	FBMB43_bowtie2_q5.bam.group	
8	166850931	166894193	8	166872562	166872563	FBMB43_bowtie2_q5.bam.group	
9	142466680	142466770	9	142466725	142466726	FBMB43_bowtie2_q5.bam.group	
10	127269094	127279929	10	127274511	127274512	FBMB43_bowtie2_q5.bam.group	
1	17679528	17681357	1	17680442	17680443	FBMB44_bowtie2_q5.bam.group	
3	181067225	181067272	3	181067248	181067249	FBMB44_bowtie2_q5.bam.group	
3	210996115	211343438	3	211169776	211169777	FBMB44_bowtie2_q5.bam.group	
4	172777172	172781134	4	172779153	172779154	FBMB44_bowtie2_q5.bam.group	
5	7772857	7772965	5	7772911	7772912	FBMB44_bowtie2_q5.bam.group	
7	127718885	127719752	7	127719318	127719319	FBMB44_bowtie2_q5.bam.group	
10	24653648	24653740	10	24653694	24653695	FBMB44_bowtie2_q5.bam.group	
1	23580086	23585878	1	23582982	23582983	FBMB45_bowtie2_q5.bam.group	
1	103418790	103419223	1	103419006	103419007	FBMB45_bowtie2_q5.bam.group	
1	246668100	246668315	1	246668207	246668208	FBMB45_bowtie2_q5.bam.group	
3	48806503	48809878	3	48808190	48808191	FBMB45_bowtie2_q5.bam.group	
4	157617482	157627062	4	157622272	157622273	FBMB45_bowtie2_q5.bam.group	
5	38759960	38760082	5	38760021	38760022	FBMB45_bowtie2_q5.bam.group	
6	95327087	95347237	6	95337162	95337163	FBMB45_bowtie2_q5.bam.group	
7	7259159	7266448	7	7262803	7262804	FBMB45_bowtie2_q5.bam.group	
7	171136583	172214735	7	171675659	171675660	FBMB45_bowtie2_q5.bam.group	
9	151286431	151286508	9	151286469	151286470	FBMB45_bowtie2_q5.bam.group	
10	4671819	4673959	10	4672889	4672890	FBMB45_bowtie2_q5.bam.group	
10	142775095	142775836	10	142775465	142775466	FBMB45_bowtie2_q5.bam.group	
2	205037934	205073692	2	205055813	205055814	FBMB46_bowtie2_q5.bam.group	
3	41745385	41747763	3	41746574	41746575	FBMB46_bowtie2_q5.bam.group	
7	153825401	153825549	7	153825475	153825476	FBMB46_bowtie2_q5.bam.group	
8	15632095	15637312	8	15634703	15634704	FBMB46_bowtie2_q5.bam.group	
1	242900077	242918034	1	242909055	242909056	FBMB47_bowtie2_q5.bam.group	
3	12529265	12554753	3	12542009	12542010	FBMB47_bowtie2_q5.bam.group	
5	11890043	11894680	5	11892361	11892362	FBMB47_bowtie2_q5.bam.group	
6	125457811	125459595	6	125458703	125458704	FBMB47_bowtie2_q5.bam.group	
6	152251615	152253254	6	152252434	152252435	FBMB47_bowtie2_q5.bam.group	
7	22528447	22529011	7	22528729	22528730	FBMB47_bowtie2_q5.bam.group	
8	118492338	118597117	8	118544727	118544728	FBMB47_bowtie2_q5.bam.group	
8	161396954	161397044	8	161396999	161397000	FBMB47_bowtie2_q5.bam.group	
10	136602174	136614678	10	136608426	136608427	FBMB47_bowtie2_q5.bam.group	
1	26568597	26571303	1	26569950	26569951	FBMB48_bowtie2_q5.bam.group	
1	269043428	269046366	1	269044897	269044898	FBMB48_bowtie2_q5.bam.group	
2	175681486	175681926	2	175681706	175681707	FBMB48_bowtie2_q5.bam.group	
2	232479160	232480304	2	232479732	232479733	FBMB48_bowtie2_q5.bam.group	
3	170901044	170901754	3	170901399	170901400	FBMB48_bowtie2_q5.bam.group	
4	14238582	14386105	4	14312343	14312344	FBMB48_bowtie2_q5.bam.group	
4	143380505	143380935	4	143380720	143380721	FBMB48_bowtie2_q5.bam.group	
6	117443908	122075372	6	119759640	119759641	FBMB48_bowtie2_q5.bam.group	
9	151369397	151914518	9	151641957	151641958	FBMB48_bowtie2_q5.bam.group	
9	8434254	8435708	9	8434981	8434982	FBMB48_bowtie2_q5.bam.group	
1	12294031	12355605	1	12324818	12324819	FBMB49_bowtie2_q5.bam.group	
2	205038653	205234510	2	205136581	205136582	FBMB49_bowtie2_q5.bam.group	
3	205393962	205394627	3	205394294	205394295	FBMB49_bowtie2_q5.bam.group	
4	6766820	6846555	4	6806687	6806688	FBMB49_bowtie2_q5.bam.group	
5	11486680	11486821	5	11486750	11486751	FBMB49_bowtie2_q5.bam.group	
5	195436263	195436694	5	195436478	195436479	FBMB49_bowtie2_q5.bam.group	
7	5327880	5328648	7	5328264	5328265	FBMB49_bowtie2_q5.bam.group	
7	171136583	172214735	7	171675659	171675660	FBMB49_bowtie2_q5.bam.group	
9	20276800	20330353	9	20303576	20303577	FBMB49_bowtie2_q5.bam.group	
1	7494037	7494970	1	7494503	7494504	FBMB50_bowtie2_q5.bam.group	
1	75170210	75173438	1	75171824	75171825	FBMB50_bowtie2_q5.bam.group	
3	181558050	181560766	3	181559408	181559409	FBMB50_bowtie2_q5.bam.group	
7	165946925	165974047	7	165960486	165960487	FBMB50_bowtie2_q5.bam.group	
8	16700598	16708463	8	16704530	16704531	FBMB50_bowtie2_q5.bam.group	
8	172097091	172204850	8	172150970	172150971	FBMB50_bowtie2_q5.bam.group	
10	145465052	145474415	10	145469733	145469734	FBMB50_bowtie2_q5.bam.group	
1	35758978	35759890	1	35759434	35759435	FBMB51_bowtie2_q5.bam.group	
1	295263101	295263834	1	295263467	295263468	FBMB51_bowtie2_q5.bam.group	
2	8951825	8952577	2	8952201	8952202	FBMB51_bowtie2_q5.bam.group	
2	199563689	199563888	2	199563788	199563789	FBMB51_bowtie2_q5.bam.group	
3	12522291	12526331	3	12524311	12524312	FBMB51_bowtie2_q5.bam.group	
3	203290494	203290660	3	203290577	203290578	FBMB51_bowtie2_q5.bam.group	
4	3257264	3258053	4	3257658	3257659	FBMB51_bowtie2_q5.bam.group	
4	202275774	202276222	4	202275998	202275999	FBMB51_bowtie2_q5.bam.group	
6	139116295	139246771	6	139181533	139181534	FBMB51_bowtie2_q5.bam.group	
6	163817271	163817577	6	163817424	163817425	FBMB51_bowtie2_q5.bam.group	
7	21639034	21640624	7	21639829	21639830	FBMB51_bowtie2_q5.bam.group	
1	295444391	295446598	1	295445494	295445495	FBMB52_bowtie2_q5.bam.group	
2	180566303	190396563	2	185481433	185481434	FBMB52_bowtie2_q5.bam.group	
3	10065414	10066925	3	10066169	10066170	FBMB52_bowtie2_q5.bam.group	
3	191092264	192752282	3	191922273	191922274	FBMB52_bowtie2_q5.bam.group	
4	22936374	22982231	4	22959302	22959303	FBMB52_bowtie2_q5.bam.group	
5	16167831	16169934	5	16168882	16168883	FBMB52_bowtie2_q5.bam.group	
6	156865838	156877496	6	156871667	156871668	FBMB52_bowtie2_q5.bam.group	
7	21659655	21727766	7	21693710	21693711	FBMB52_bowtie2_q5.bam.group	
8	23934415	23946618	8	23940516	23940517	FBMB52_bowtie2_q5.bam.group	
8	131675584	136225649	8	133950616	133950617	FBMB52_bowtie2_q5.bam.group	
