chr,pos_v5,SNP_newID,cM,cM_norm
Chr4,178922084,M3181,96.8,99.0
Chr4,179195047,M3183,97.2,99.4
Chr4,179361368,M3184,97.4,99.60000000000001
Chr4,179526391,M3185,97.6,99.8
Chr4,179792065,M3186,97.8,100.0
Chr4,180174400,M3187,98.0,100.2
Chr4,180418171,M3188,98.2,100.4
Chr4,180526897,M3189,98.4,100.60000000000001
Chr4,180631724,M3190,98.6,100.8
Chr4,180732826,M3191,98.8,101.0
Chr4,180849276,M3192,99.0,101.2
Chr4,180963524,M3193,99.2,101.4
Chr4,181069673,M3194,99.4,101.60000000000001
Chr4,181183126,M3195,99.6,101.8
Chr4,181296753,M3196,99.8,102.0
Chr4,181383931,M3197,100.0,102.2
Chr4,181497004,M3198,100.2,102.4
Chr4,181654393,M3199,100.4,102.60000000000001
Chr4,181891391,M3200,100.6,102.8
Chr4,182247812,M3204,101.4,103.60000000000001
Chr4,182569061,M3206,101.8,104.0
Chr4,182727545,M3207,102.0,104.2
Chr4,182878284,M3208,102.2,104.4
Chr4,183035261,M3209,102.4,104.60000000000001
Chr4,183474020,M3210,102.6,104.8
Chr4,183807671,M3211,102.8,105.0
Chr4,184041725,M3212,103.0,105.2
Chr4,184298998,M3213,103.2,105.4
Chr4,184559633,M3214,103.4,105.60000000000001
Chr4,184816968,M3215,103.6,105.8
Chr4,185074419,M3216,103.8,106.0
Chr4,185600790,M3218,104.2,106.4
Chr4,185854829,M3219,104.4,106.60000000000001
Chr4,186129654,M3220,104.6,106.8
Chr4,186365342,M3221,104.8,107.0
Chr4,186563360,M3222,105.0,107.2
Chr4,187447092,M3224,105.4,107.60000000000001
Chr4,188771545,M3227,106.0,108.2
Chr4,189421727,M3228,106.2,108.4
Chr4,190057521,M3229,106.4,108.60000000000001
Chr4,190617223,M3230,106.6,108.8
Chr4,190959950,M3231,106.8,109.0
Chr4,191438325,M3232,107.0,109.2
Chr4,191940445,M3233,107.2,109.4
Chr4,192321545,M3234,107.4,109.60000000000001
Chr4,192709179,M3235,107.6,109.8
Chr4,193268296,M3236,107.8,110.0
Chr4,194013644,M3237,108.0,110.2
Chr4,194651958,M3238,108.2,110.4
Chr4,195102414,M3239,108.4,110.60000000000001
Chr4,195775014,M3240,108.6,110.8
Chr4,197414445,M3242,109.0,111.2
Chr4,198253658,M3243,109.2,111.4
Chr4,199061044,M3244,109.4,111.60000000000001
Chr4,199811395,M3245,109.6,111.8
Chr4,201961466,M3247,110.0,112.2
Chr4,203571229,M3248,110.2,112.4
Chr4,204418715,M3249,110.4,112.60000000000001
Chr4,204991003,M3250,110.6,112.8
Chr4,206153632,M3252,111.0,113.2
Chr4,209466018,M3255,111.6,113.8
Chr4,209826525,M3256,111.8,114.0
Chr4,210215958,M3257,112.0,114.2
Chr4,212346777,M3258,112.2,114.4
Chr4,214573431,M3259,112.4,114.60000000000001
Chr4,215135684,M3260,112.6,114.8
Chr4,215738044,M3261,112.8,115.0
Chr4,216312981,M3262,113.0,115.2
Chr4,216874164,M3263,113.2,115.4
Chr4,217448853,M3264,113.4,115.60000000000001
Chr4,218008218,M3265,113.6,115.8
Chr4,218569184,M3266,113.8,116.0
Chr4,219053832,M3267,114.0,116.2
Chr4,219625483,M3268,114.2,116.4
Chr4,220235811,M3269,114.4,116.60000000000001
Chr4,220765544,M3270,114.6,116.8
Chr4,221362035,M3271,114.8,117.0
Chr4,222164725,M3273,115.2,117.4
Chr4,222604798,M3275,115.6,117.8
Chr4,222830489,M3276,115.8,118.0
Chr4,223118225,M3278,116.2,118.4
Chr4,223247951,M3279,116.4,118.60000000000001
Chr4,223441652,M3280,116.6,118.8
Chr4,223573340,M3281,116.8,119.0
Chr4,223698232,M3282,117.0,119.2
Chr4,223832468,M3283,117.2,119.4
Chr4,223971474,M3284,117.4,119.60000000000001
Chr4,224105280,M3285,117.6,119.8
Chr4,224236183,M3286,117.8,120.0
Chr4,224360752,M3287,118.0,120.2
Chr4,224465098,M3288,118.2,120.4
Chr4,225055319,M3289,118.4,120.60000000000001
Chr4,225238712,M3294,119.4,121.60000000000001
Chr4,225496280,M3296,119.8,122.0
Chr4,225552341,M3297,120.0,122.2
Chr4,225608862,M3298,120.2,122.4
Chr4,225670032,M3299,120.4,122.60000000000001
Chr4,225708038,M3300,120.6,122.8
Chr4,225764254,M3301,120.8,123.0
Chr4,225889305,M3303,121.2,123.4
Chr4,225945413,M3304,121.4,123.60000000000001
Chr4,225974683,M3305,121.6,123.8
Chr4,226012874,M3306,121.8,124.0
Chr4,226111464,M3307,122.0,124.2
Chr4,226169061,M3308,122.2,124.4
Chr4,226219195,M3309,122.4,124.60000000000001
Chr4,226327847,M3311,122.8,125.0
Chr4,226384706,M3312,123.0,125.2
Chr4,226494933,M3314,123.4,125.60000000000001
Chr4,226551148,M3315,123.6,125.8
Chr4,226607288,M3316,123.8,126.0
Chr4,226663496,M3317,124.0,126.2
Chr4,226719708,M3318,124.2,126.4
Chr4,226786940,M3319,124.4,126.60000000000001
Chr4,226854621,M3320,124.6,126.8
Chr4,226947246,M3321,124.8,127.0
Chr4,227024153,M3322,125.0,127.2
Chr4,227100842,M3323,125.2,127.4
Chr4,227335623,M3326,125.8,128.0
Chr4,227414865,M3327,126.0,128.2
Chr4,227494505,M3328,126.2,128.4
Chr4,227573284,M3329,126.4,128.6
Chr4,227649709,M3330,126.6,128.79999999999998
Chr4,227713736,M3331,126.8,129.0
Chr4,227762827,M3332,127.0,129.2
Chr4,227812246,M3333,127.2,129.4
Chr4,227861732,M3334,127.4,129.6
Chr4,227909478,M3335,127.6,129.79999999999998
Chr4,227958520,M3336,127.8,130.0
Chr4,228038693,M3338,128.2,130.39999999999998
Chr4,228095352,M3339,128.4,130.6
Chr4,228144310,M3340,128.6,130.79999999999998
Chr4,228188714,M3341,128.8,131.0
Chr4,228284763,M3343,129.2,131.39999999999998
Chr4,228340326,M3344,129.4,131.6
Chr4,228384577,M3345,129.6,131.79999999999998
Chr4,228435988,M3346,129.8,132.0
Chr4,228496877,M3347,130.0,132.2
Chr4,228555206,M3348,130.2,132.39999999999998
Chr4,228606337,M3349,130.4,132.6
Chr4,228657746,M3350,130.6,132.79999999999998
Chr4,228707049,M3351,130.8,133.0
Chr4,228758742,M3352,131.0,133.2
Chr4,228810165,M3353,131.2,133.39999999999998
Chr4,228853824,M3354,131.4,133.6
Chr4,228923775,M3355,131.6,133.79999999999998
Chr4,228974037,M3356,131.8,134.0
Chr4,229077035,M3357,132.0,134.2
Chr4,229115949,M3359,132.4,134.6
Chr4,229166860,M3360,132.6,134.79999999999998
Chr4,229226011,M3361,132.8,135.0
Chr4,229277403,M3362,133.0,135.2
Chr4,229322117,M3363,133.2,135.39999999999998
Chr4,229374728,M3364,133.4,135.6
Chr4,229426135,M3365,133.6,135.79999999999998
Chr4,229540216,M3367,134.0,136.2
Chr4,229660125,M3369,134.4,136.6
Chr4,229695721,M3370,134.6,136.79999999999998
Chr4,229747045,M3371,134.8,137.0
Chr4,229803032,M3372,135.0,137.2
Chr4,229854023,M3373,135.2,137.39999999999998
Chr4,229899324,M3374,135.4,137.6
Chr4,229929057,M3375,135.6,137.79999999999998
Chr4,229959173,M3376,135.8,138.0
Chr4,230012935,M3378,136.2,138.39999999999998
Chr4,230217813,M3381,136.8,139.0
Chr4,230294847,M3382,137.0,139.2
Chr4,230379345,M3383,137.2,139.39999999999998
Chr4,230463083,M3384,137.4,139.6
Chr4,230546892,M3385,137.6,139.79999999999998
Chr4,230631416,M3386,137.8,140.0
Chr4,230686697,M3387,138.0,140.2
Chr4,230720598,M3388,138.2,140.39999999999998
Chr4,230754494,M3389,138.4,140.6
Chr4,230787823,M3390,138.6,140.79999999999998
Chr4,230821496,M3391,138.8,141.0
Chr4,230855390,M3392,139.0,141.2
Chr4,230889287,M3393,139.2,141.39999999999998
Chr4,230923183,M3394,139.4,141.6
Chr4,230949468,M3395,139.6,141.79999999999998
Chr4,230970392,M3396,139.8,142.0
Chr4,230989068,M3397,140.0,142.2
Chr4,231006737,M3398,140.2,142.39999999999998
Chr4,231017328,M3401,140.8,143.0
Chr4,231053220,M3402,141.0,143.2
Chr4,231097746,M3403,141.2,143.39999999999998
Chr4,231159680,M3404,141.4,143.6
Chr4,231212415,M3405,141.6,143.79999999999998
Chr4,231317392,M3407,142.0,144.2
Chr4,231370872,M3408,142.2,144.39999999999998
Chr4,231427953,M3409,142.4,144.6
Chr4,231480444,M3410,142.6,144.79999999999998
Chr4,231532755,M3411,142.8,145.0
Chr4,231639635,M3413,143.2,145.39999999999998
Chr4,231689034,M3414,143.4,145.6
Chr4,231735268,M3415,143.6,145.79999999999998
Chr4,231788665,M3416,143.8,146.0
Chr4,231849188,M3417,144.0,146.2
Chr4,231895198,M3418,144.2,146.39999999999998
Chr4,231966580,M3419,144.4,146.6
Chr4,232019694,M3420,144.6,146.79999999999998
Chr4,232068773,M3421,144.8,147.0
Chr4,232121889,M3422,145.0,147.2
Chr4,232175220,M3423,145.2,147.39999999999998
Chr4,232374513,M3427,146.0,148.2
Chr4,232428823,M3428,146.2,148.39999999999998
Chr4,232484195,M3429,146.4,148.6
Chr4,232536792,M3430,146.6,148.79999999999998
Chr4,232589906,M3431,146.8,149.0
Chr4,232641930,M3432,147.0,149.2
Chr4,232693058,M3433,147.2,149.39999999999998
Chr4,232744582,M3434,147.4,149.6
Chr4,232798025,M3435,147.6,149.79999999999998
Chr4,232838175,M3436,147.8,150.0
Chr4,232891532,M3437,148.0,150.2
Chr4,232944297,M3438,148.2,150.39999999999998
Chr5,37387,M3444,-1.6,0.0
Chr5,86042,M3445,-1.4,0.20000000000000018
Chr5,133754,M3446,-1.2,0.40000000000000013
Chr5,186874,M3447,-1.0,0.6000000000000001
Chr5,234075,M3448,-0.8,0.8
Chr5,287277,M3449,-0.6,1.0
Chr5,345358,M3451,-0.2,1.4000000000000001
Chr5,588583,M3452,-5.55e-17,1.6
Chr5,663188,M3453,0.2,1.8
Chr5,739993,M3454,0.4,2.0
Chr5,816470,M3455,0.6,2.2
Chr5,886634,M3456,0.8,2.4000000000000004
Chr5,959693,M3457,1.0,2.6
Chr5,1032552,M3458,1.2,2.8
Chr5,1253035,M3461,1.8,3.4000000000000004
Chr5,1330241,M3462,2.0,3.6
Chr5,1472651,M3464,2.4,4.0
Chr5,1547779,M3465,2.6,4.2
Chr5,1620358,M3466,2.8,4.4
Chr5,1699504,M3467,3.0,4.6
Chr5,1761076,M3468,3.2,4.800000000000001
Chr5,1826919,M3469,3.4,5.0
Chr5,1858678,M3470,3.6,5.2
Chr5,1890844,M3471,3.8,5.4
Chr5,1938514,M3472,4.0,5.6
Chr5,2085250,M3477,5.0,6.6
Chr5,2117593,M3478,5.2,6.800000000000001
Chr5,2149351,M3479,5.4,7.0
Chr5,2203453,M3481,5.8,7.4
Chr5,2234200,M3482,6.0,7.6
Chr5,2265955,M3483,6.2,7.800000000000001
Chr5,2297714,M3484,6.4,8.0
Chr5,2329471,M3485,6.6,8.2
Chr5,2360792,M3486,6.8,8.4
Chr5,2392550,M3487,7.0,8.6
Chr5,2440506,M3488,7.2,8.8
Chr5,2473458,M3489,7.4,9.0
Chr5,2509397,M3490,7.6,9.2
Chr5,2550343,M3491,7.8,9.4
Chr5,2591408,M3492,8.0,9.6
Chr5,2632656,M3493,8.2,9.799999999999999
Chr5,2643622,M3495,8.6,10.2
Chr5,2758523,M3496,8.8,10.4
Chr5,2809059,M3497,9.0,10.6
Chr5,2872960,M3498,9.2,10.799999999999999
Chr5,2951622,M3499,9.4,11.0
Chr5,3011128,M3500,9.6,11.2
Chr5,3075959,M3501,9.8,11.4
Chr5,3107371,M3502,10.0,11.6
Chr5,3167808,M3503,10.2,11.799999999999999
Chr5,3203155,M3504,10.4,12.0
Chr5,3238380,M3505,10.6,12.2
Chr5,3285608,M3506,10.8,12.4
Chr5,3341689,M3507,11.0,12.6
Chr5,3416058,M3508,11.2,12.799999999999999
Chr5,3515488,M3510,11.6,13.2
Chr5,3572642,M3511,11.8,13.4
Chr5,3620037,M3512,12.0,13.6
Chr5,3662560,M3513,12.2,13.799999999999999
Chr5,3717785,M3514,12.4,14.0
Chr5,3772918,M3515,12.6,14.2
Chr5,3828031,M3516,12.8,14.4
Chr5,3896330,M3517,13.0,14.6
Chr5,3934777,M3518,13.2,14.799999999999999
Chr5,3975079,M3519,13.4,15.0
Chr5,4014334,M3520,13.6,15.2
Chr5,4053552,M3521,13.8,15.4
Chr5,4092809,M3522,14.0,15.6
Chr5,4132065,M3523,14.2,15.799999999999999
Chr5,4171322,M3524,14.4,16.0
Chr5,4207630,M3525,14.6,16.2
Chr5,4247537,M3526,14.8,16.400000000000002
Chr5,4287103,M3527,15.0,16.6
Chr5,4326357,M3528,15.2,16.8
Chr5,4365604,M3529,15.4,17.0
Chr5,4405300,M3530,15.6,17.2
Chr5,4483333,M3532,16.0,17.6
Chr5,4522586,M3533,16.2,17.8
Chr5,4562111,M3534,16.4,18.0
Chr5,4609420,M3535,16.6,18.200000000000003
Chr5,4635060,M3536,16.8,18.400000000000002
Chr5,4674315,M3537,17.0,18.6
Chr5,4713571,M3538,17.2,18.8
Chr5,4752826,M3539,17.4,19.0
Chr5,4792321,M3540,17.6,19.200000000000003
Chr5,4828959,M3541,17.8,19.400000000000002
Chr5,4868216,M3542,18.0,19.6
Chr5,4907740,M3543,18.2,19.8
Chr5,4929574,M3544,18.4,20.0
Chr5,4973545,M3545,18.6,20.200000000000003
Chr5,5012797,M3546,18.8,20.400000000000002
Chr5,5052164,M3547,19.0,20.6
Chr5,5091422,M3548,19.2,20.8
Chr5,5129739,M3549,19.4,21.0
Chr5,5169004,M3550,19.6,21.200000000000003
Chr5,5208270,M3551,19.8,21.400000000000002
Chr5,5246936,M3552,20.0,21.6
Chr5,5285821,M3553,20.2,21.8
Chr5,5326126,M3554,20.4,22.0
Chr5,5366211,M3555,20.6,22.200000000000003
Chr5,5406922,M3556,20.8,22.400000000000002
Chr5,5443471,M3557,21.0,22.6
Chr5,5501067,M3560,21.6,23.200000000000003
Chr5,5544637,M3561,21.8,23.400000000000002
Chr5,5592315,M3562,22.0,23.6
Chr5,5647107,M3563,22.2,23.8
Chr5,5696883,M3564,22.4,24.0
Chr5,5758816,M3565,22.6,24.200000000000003
Chr5,5815272,M3566,22.8,24.400000000000002
Chr5,5866784,M3567,23.0,24.6
Chr5,5963487,M3570,23.6,25.200000000000003
Chr5,6019977,M3571,23.8,25.400000000000002
Chr5,6104004,M3572,24.0,25.6
Chr5,6131496,M3573,24.2,25.8
Chr5,6188747,M3574,24.4,26.0
Chr5,6293513,M3576,24.8,26.400000000000002
Chr5,6354016,M3577,25.0,26.6
Chr5,6403555,M3578,25.2,26.8
Chr5,6546703,M3580,25.6,27.200000000000003
Chr5,6681290,M3581,25.8,27.400000000000002
Chr5,6698695,M3582,26.0,27.6
Chr5,6717637,M3583,26.2,27.8
Chr5,6735250,M3584,26.4,28.0
Chr5,6751858,M3585,26.6,28.200000000000003
Chr5,6779296,M3588,27.2,28.8
Chr5,6818679,M3589,27.4,29.0
Chr5,6890024,M3590,27.6,29.200000000000003
Chr5,6968513,M3591,27.8,29.400000000000002
Chr5,7030177,M3592,28.0,29.6
Chr5,7090642,M3593,28.2,29.8
Chr5,7141555,M3594,28.4,30.0
Chr5,7183896,M3595,28.6,30.200000000000003
Chr5,7234803,M3596,28.8,30.400000000000002
Chr5,7285797,M3597,29.0,30.6
Chr5,7343516,M3598,29.2,30.8
Chr5,7395147,M3599,29.4,31.0
Chr5,7447573,M3600,29.6,31.200000000000003
Chr5,7511304,M3601,29.8,31.400000000000002
Chr5,7516692,M3602,30.0,31.6
Chr5,7976538,M3603,30.2,31.8
Chr5,8403451,M3604,30.4,32.0
Chr5,8796745,M3605,30.6,32.2
Chr5,8895884,M3606,30.8,32.4
Chr5,8985352,M3607,31.0,32.6
Chr5,9071634,M3608,31.2,32.8
Chr5,9159210,M3609,31.4,33.0
Chr5,9251810,M3610,31.6,33.2
Chr5,9321908,M3611,31.8,33.4
Chr5,9490733,M3613,32.2,33.800000000000004
Chr5,9584336,M3614,32.4,34.0
Chr5,9668449,M3615,32.6,34.2
Chr5,9844763,M3617,33.0,34.6
Chr5,9930596,M3618,33.2,34.800000000000004
Chr5,10057589,M3619,33.4,35.0
Chr5,10214376,M3621,33.8,35.4
Chr5,10302058,M3622,34.0,35.6
Chr5,10414360,M3623,34.2,35.800000000000004
Chr5,10474942,M3624,34.4,36.0
Chr5,10606837,M3626,34.8,36.4
Chr5,10715256,M3627,35.0,36.6
Chr5,10805061,M3628,35.2,36.800000000000004
Chr5,10891918,M3629,35.4,37.0
Chr5,10977271,M3630,35.6,37.2
Chr5,11076793,M3631,35.8,37.4
Chr5,11159541,M3632,36.0,37.6
Chr5,11371026,M3636,36.8,38.4
Chr5,11440361,M3638,37.2,38.800000000000004
Chr5,11473739,M3639,37.4,39.0
Chr5,11515405,M3640,37.6,39.2
Chr5,11650081,M3642,38.0,39.6
Chr5,11755065,M3644,38.4,40.0
Chr5,11848674,M3645,38.6,40.2
Chr5,11941845,M3646,38.8,40.4
Chr5,12037267,M3647,39.0,40.6
Chr5,12133819,M3648,39.2,40.800000000000004
Chr5,12241727,M3649,39.4,41.0
Chr5,12570405,M3652,40.0,41.6
Chr5,12660257,M3653,40.2,41.800000000000004
Chr5,12754877,M3654,40.4,42.0
Chr5,12849163,M3655,40.6,42.2
Chr5,12948516,M3656,40.8,42.4
Chr5,13050060,M3657,41.0,42.6
Chr5,13135223,M3658,41.2,42.800000000000004
Chr5,13229579,M3659,41.4,43.0
Chr5,13286037,M3660,41.6,43.2
Chr5,13402214,M3662,42.0,43.6
Chr5,13458828,M3663,42.2,43.800000000000004
Chr5,13515843,M3664,42.4,44.0
Chr5,13583915,M3665,42.6,44.2
Chr5,13652689,M3666,42.8,44.4
Chr5,13733038,M3667,43.0,44.6
Chr5,13810233,M3668,43.2,44.800000000000004
Chr5,13853163,M3669,43.4,45.0
Chr5,13957924,M3670,43.6,45.2
Chr5,14037764,M3671,43.8,45.4
Chr5,14134587,M3672,44.0,45.6
Chr5,14287600,M3675,44.6,46.2
Chr5,14467454,M3678,45.2,46.800000000000004
Chr5,14753735,M3680,45.6,47.2
Chr5,14894850,M3681,45.8,47.4
Chr5,15012788,M3682,46.0,47.6
Chr5,15318150,M3684,46.4,48.0
Chr5,15472365,M3685,46.6,48.2
Chr5,15599720,M3686,46.8,48.4
Chr5,15806106,M3687,47.0,48.6
Chr5,16215437,M3689,47.4,49.0
Chr5,16590918,M3691,47.8,49.4
Chr5,16787442,M3692,48.0,49.6
Chr5,16975645,M3693,48.2,49.800000000000004
Chr5,17366222,M3694,48.4,50.0
Chr5,18026613,M3699,49.4,51.0
Chr5,18235085,M3700,49.6,51.2
Chr5,18450360,M3701,49.8,51.4
Chr5,18654961,M3702,50.0,51.6
Chr5,18858618,M3703,50.2,51.800000000000004
Chr5,19064257,M3704,50.4,52.0
Chr5,19259676,M3705,50.6,52.2
Chr5,19596963,M3706,50.8,52.4
Chr5,19942802,M3707,51.0,52.6
Chr5,20284494,M3708,51.2,52.800000000000004
Chr5,20918631,M3710,51.6,53.2
Chr5,21052350,M3711,51.8,53.4
Chr5,21365427,M3713,52.2,53.800000000000004
Chr5,21543760,M3714,52.4,54.0
Chr5,21709543,M3715,52.6,54.2
Chr5,21855354,M3716,52.8,54.4
Chr5,22008664,M3717,53.0,54.6
Chr5,22159913,M3718,53.2,54.800000000000004
Chr5,22314600,M3719,53.4,55.0
Chr5,23045205,M3720,53.6,55.2
Chr5,23721746,M3721,53.8,55.4
Chr5,24238029,M3722,54.0,55.6
Chr5,24846558,M3723,54.2,55.800000000000004
Chr5,25395788,M3724,54.4,56.0
Chr5,25962978,M3725,54.6,56.2
Chr5,26531472,M3726,54.8,56.4
Chr5,27121118,M3727,55.0,56.6
Chr5,27661483,M3728,55.2,56.800000000000004
Chr5,28281419,M3729,55.4,57.0
Chr5,29708399,M3732,56.0,57.6
Chr5,29932314,M3733,56.2,57.800000000000004
Chr5,30581131,M3736,56.8,58.4
Chr5,30796293,M3737,57.0,58.6
Chr5,31254394,M3738,57.2,58.800000000000004
Chr5,31898772,M3739,57.4,59.0
Chr5,32844890,M3740,57.6,59.2
Chr5,33835234,M3741,57.8,59.4
Chr5,35457520,M3742,58.0,59.6
Chr5,37774855,M3743,58.2,59.800000000000004
Chr5,38665156,M3744,58.4,60.0
Chr5,39646372,M3745,58.6,60.2
Chr5,40630447,M3746,58.8,60.4
Chr5,42562073,M3748,59.2,60.800000000000004
Chr5,43521423,M3749,59.4,61.0
Chr5,44495161,M3750,59.6,61.2
Chr5,45440763,M3751,59.8,61.4
Chr5,46297138,M3752,60.0,61.6
Chr5,47245586,M3753,60.2,61.800000000000004
Chr5,48225644,M3754,60.4,62.0
Chr5,50181499,M3756,60.8,62.4
Chr5,51138612,M3757,61.0,62.6
Chr5,52090325,M3758,61.2,62.800000000000004
Chr5,53023375,M3759,61.4,63.0
Chr5,54985512,M3761,61.8,63.4
Chr5,55876422,M3762,62.0,63.6
Chr5,56744785,M3763,62.2,63.800000000000004
Chr5,57404386,M3764,62.4,64.0
Chr5,58943614,M3767,63.0,64.6
Chr5,59528232,M3768,63.2,64.8
Chr5,60251573,M3769,63.4,65.0
Chr5,62290396,M3771,63.8,65.39999999999999
Chr5,63393246,M3772,64.0,65.6
Chr5,66248217,M3775,64.6,66.19999999999999
Chr5,67146218,M3776,64.8,66.39999999999999
Chr5,67599891,M3777,65.0,66.6
Chr5,68041492,M3778,65.2,66.8
Chr5,68531683,M3779,65.4,67.0
Chr5,69400648,M3780,65.6,67.19999999999999
Chr5,71829146,M3782,66.0,67.6
Chr5,72520001,M3783,66.2,67.8
Chr5,73207180,M3784,66.4,68.0
Chr5,73913610,M3785,66.6,68.19999999999999
Chr5,74586587,M3786,66.8,68.39999999999999
Chr5,75261200,M3787,67.0,68.6
Chr5,75952982,M3788,67.2,68.8
Chr5,76883144,M3789,67.4,69.0
Chr5,79303869,M3791,67.8,69.39999999999999
Chr5,81064651,M3793,68.2,69.8
Chr5,81773313,M3794,68.4,70.0
Chr5,82948701,M3795,68.6,70.19999999999999
Chr5,84155069,M3796,68.8,70.39999999999999
Chr5,85392801,M3797,69.0,70.6
Chr5,86664155,M3798,69.2,70.8
Chr5,88507008,M3799,69.4,71.0
Chr5,91984573,M3800,69.6,71.19999999999999
Chr5,110566587,M3801,69.8,71.39999999999999
Chr5,114684695,M3802,70.0,71.6
Chr5,118923052,M3803,70.2,71.8
Chr5,122773185,M3804,70.4,72.0
Chr5,126920705,M3805,70.6,72.19999999999999
Chr5,130871816,M3806,70.8,72.39999999999999
Chr5,135291950,M3807,71.0,72.6
Chr5,137832197,M3808,71.2,72.8
Chr5,138785007,M3809,71.4,73.0
Chr5,139759126,M3810,71.6,73.19999999999999
Chr5,140699580,M3811,71.8,73.39999999999999
Chr5,141685209,M3812,72.0,73.6
Chr5,142656083,M3813,72.2,73.8
Chr5,143768807,M3814,72.4,74.0
Chr5,145020719,M3815,72.6,74.19999999999999
Chr5,146269364,M3816,72.8,74.39999999999999
Chr5,147538827,M3817,73.0,74.6
Chr5,148778907,M3818,73.2,74.8
Chr5,149881996,M3819,73.4,75.0
Chr5,151093958,M3820,73.6,75.19999999999999
Chr5,152301210,M3821,73.8,75.39999999999999
Chr5,153528058,M3822,74.0,75.6
Chr5,154820328,M3823,74.2,75.8
Chr5,155646461,M3824,74.4,76.0
Chr5,156918347,M3827,75.0,76.6
Chr5,157331009,M3828,75.2,76.8
Chr5,157758925,M3829,75.4,77.0
Chr5,158383363,M3830,75.6,77.19999999999999
Chr5,158955406,M3831,75.8,77.39999999999999
Chr5,159522395,M3832,76.0,77.6
Chr5,160681662,M3834,76.4,78.0
Chr5,161944215,M3837,77.0,78.6
Chr5,162268573,M3838,77.2,78.8
Chr5,162869895,M3840,77.6,79.19999999999999
Chr5,163170327,M3841,77.8,79.39999999999999
Chr5,163476654,M3842,78.0,79.6
Chr5,163779823,M3843,78.2,79.8
Chr5,163978241,M3844,78.4,80.0
Chr5,164191263,M3845,78.6,80.19999999999999
Chr5,164407523,M3846,78.8,80.39999999999999
Chr5,164629108,M3847,79.0,80.6
Chr5,165054926,M3849,79.4,81.0
Chr5,165839464,M3852,80.0,81.6
Chr5,166021427,M3853,80.2,81.8
Chr5,166216646,M3854,80.4,82.0
Chr5,166561767,M3855,80.6,82.19999999999999
Chr5,166844044,M3857,81.0,82.6
Chr5,166970111,M3858,81.2,82.8
Chr5,167089109,M3859,81.4,83.0
Chr5,167252107,M3860,81.6,83.19999999999999
Chr5,167463283,M3861,81.8,83.39999999999999
Chr5,167652072,M3862,82.0,83.6
Chr5,167827982,M3863,82.2,83.8
Chr5,168061671,M3864,82.4,84.0
Chr5,168273247,M3865,82.6,84.19999999999999
Chr5,168479683,M3866,82.8,84.39999999999999
Chr5,168678888,M3867,83.0,84.6
Chr5,169086688,M3868,83.2,84.8
Chr5,169265849,M3869,83.4,85.0
Chr5,169447082,M3870,83.6,85.19999999999999
Chr5,169629588,M3871,83.8,85.39999999999999
Chr5,170321208,M3873,84.2,85.8
Chr5,170660716,M3875,84.6,86.19999999999999
Chr5,170843137,M3876,84.8,86.39999999999999
Chr5,171016520,M3877,85.0,86.6
Chr5,171194089,M3878,85.2,86.8
Chr5,171376370,M3879,85.4,87.0
Chr5,171562201,M3880,85.6,87.19999999999999
Chr5,171924528,M3882,86.0,87.6
Chr5,172092837,M3883,86.2,87.8
Chr5,172261627,M3884,86.4,88.0
Chr5,172440970,M3885,86.6,88.19999999999999
Chr5,172620673,M3886,86.8,88.39999999999999
Chr5,172795590,M3887,87.0,88.6
Chr5,173097454,M3888,87.2,88.8
Chr5,173392035,M3889,87.4,89.0
Chr5,173787839,M3890,87.6,89.19999999999999
Chr5,174085248,M3891,87.8,89.39999999999999
Chr5,174383603,M3892,88.0,89.6
Chr5,174772642,M3893,88.2,89.8
Chr5,175427772,M3895,88.6,90.19999999999999
Chr5,175734329,M3896,88.8,90.39999999999999
Chr5,176029407,M3897,89.0,90.6
Chr5,176303727,M3898,89.2,90.8
Chr5,176582748,M3899,89.4,91.0
Chr5,177127471,M3901,89.8,91.39999999999999
Chr5,177414635,M3902,90.0,91.6
Chr5,177651944,M3903,90.2,91.8
Chr5,178053374,M3904,90.4,92.0
Chr5,178692839,M3905,90.6,92.19999999999999
Chr5,179232626,M3906,90.8,92.39999999999999
Chr5,179629391,M3907,91.0,92.6
Chr5,179749900,M3908,91.2,92.8
Chr5,179888147,M3910,91.6,93.19999999999999
Chr5,180034835,M3911,91.8,93.39999999999999
Chr5,180195777,M3912,92.0,93.6
Chr5,180356077,M3913,92.2,93.8
Chr5,180636392,M3915,92.6,94.19999999999999
Chr5,181000921,M3917,93.0,94.6
Chr5,181169705,M3918,93.2,94.8
Chr5,181496709,M3920,93.6,95.19999999999999
Chr5,181702499,M3921,93.8,95.39999999999999
Chr5,181872720,M3922,94.0,95.6
Chr5,182014279,M3923,94.2,95.8
Chr5,182189504,M3924,94.4,96.0
Chr5,182355239,M3925,94.6,96.19999999999999
Chr5,182525623,M3926,94.8,96.39999999999999
Chr5,182691562,M3927,95.0,96.6
Chr5,183030582,M3929,95.4,97.0
Chr5,183170173,M3930,95.6,97.19999999999999
Chr5,183349405,M3931,95.8,97.39999999999999
Chr5,183511983,M3932,96.0,97.6
Chr5,183791759,M3934,96.4,98.0
Chr5,184061241,M3935,96.6,98.19999999999999
Chr5,184223109,M3936,96.8,98.39999999999999
Chr5,184756372,M3939,97.4,99.0
Chr5,184952914,M3940,97.6,99.19999999999999
Chr5,185115441,M3941,97.8,99.39999999999999
