taxon	chr	start	end
E2490	4	245106832	245107497
A4426	4	245094545	245108288
B3428	4	245107497	245108288
E0928	4	245107497	245108694
E0936	4	245107497	245108694
A0215	4	245108694	245162188
A0658	4	245107497	245162237
A3081	4	245108694	245162237
A4981	4	245108694	245162237
A5074	4	245107312	245162237
B3105	4	245108841	245162237
A1012	4	245108694	245162247
A4294	4	245108841	245162247
E1188	4	245108694	245162247
A3792	4	245108694	245162248
A5358	4	245108694	245162248
A0171	4	245108841	245162286
A0585	4	245108694	245162286
A0602	4	245108841	245162286
A1845	4	245108841	245162286
A2296	4	245108841	245162286
A3514	4	245108841	245162286
A4798	4	245108694	245162286
B3257	4	245108288	245162286
E0205	4	245108694	245162286
A4591	4	245108694	245162429
A3315	4	245088764	245162548
A4798	4	245162358	245162633
B3397	4	245162286	245165746
E1514	4	245162633	245165746
E1873	4	245108841	245170358
A2588	4	245162237	245192632
A2688	4	245108650	245192632
A0643	4	245108650	245192730
A0356	4	245162342	245195736
A0585	4	245162286	245195736
A0899	4	245108694	245195736
A1471	4	245108694	245195736
A2626	4	245162237	245195736
A4161	4	245108694	245195736
B3039	4	245162633	245195736
E1954	4	245108288	245195736
A0171	4	245162548	245195756
A0602	4	245162286	245195756
A1845	4	245162548	245195756
A2296	4	245162548	245195756
A2807	4	245162505	245195756
E2827	4	245165746	245195756
E2350	4	245162523	245195802
E2753	4	245162197	245195802
A1220	4	245162237	245195827
A2652	4	245162237	245195827
E1778	4	245162505	245195827
E1993	4	245108288	245195827
A5199	4	245162237	245199634
A3412	4	245195802	245199653
B3580	4	245195827	245199696
A3743	4	245165765	245200556
A2967	4	245200723	245205866
B3433	4	245196314	245205866
E2717	4	245200556	245205866
A4896	4	245205848	245349254
A3741	4	245205866	245349260
A5740	4	245205866	245349260
E0622	4	245205866	245349260
A0461	4	245205866	245350206
A1275	4	245205866	245350206
A1280	4	245205866	245350206
A2593	4	245200723	245350206
A3501	4	245205848	245350206
A3799	4	245205866	245350206
A5315	4	245200723	245350206
A5763	4	245205854	245350206
B3262	4	245205866	245350206
B3463	4	245202360	245350206
B3645	4	245205866	245350206
E0048	4	245205848	245350206
E0946	4	245205866	245350206
E1080	4	245202319	245350206
E1731	4	245205848	245350206
E1745	4	245200556	245350206
A0799	4	245205866	245350657
A2035	4	245162247	245350657
E1992	4	245205866	245350657
A1210	4	245205854	245350760
A5480	4	245205848	245350760
E2871	4	245205854	245350760
A4380	4	245205866	245350807
E1447	4	245205866	245350807
A3476	4	245205848	245350959
A0539	4	245162247	245351415
A5739	4	245205866	245351415
B3394	4	245205866	245351415
A0694	4	245205866	245351445
A1077	4	245351445	245453073
A3031	4	245200556	245453073
B3257	4	245351415	245453073
E2334	4	245205866	245453073
A2790	4	245205848	245456680
A3441	4	245350760	245456680
A5284	4	245205854	245456680
A5341	4	245205866	245456680
A5737	4	245351415	245456680
E0146	4	245350959	245456680
E0063	4	245351445	245456854
A0576	4	245205854	245456967
E0162	4	245351415	245458457
E0543	4	245205854	245458457
E0578	4	245202319	245458553
A0712	4	245205854	245460742
A4114	4	245351415	245462673
E1084	4	245350206	245462673
E2053	4	245351445	245462673
A4234	4	245456680	245464212
A1117	4	245458457	245464749
A3596	4	245462673	245464749
A5546	4	245453073	245464749
A0524	4	245351415	245466458
A4534	4	245456967	245466458
B3364	4	245456680	245466458
B3436	4	245350206	245466458
A1320	4	245351415	245466497
A2842	4	245460742	245466497
B3301	4	245460742	245466497
E1380	4	245466497	245472281
B3036	4	245472281	245509710
E0736	4	245472281	245509719
A1276	4	245466458	245509864
A5790	4	245472281	245509864
E1124	4	245472281	245509864
A0205	4	245472278	245509870
A1891	4	245472281	245509870
A3281	4	245472281	245509870
A4403	4	245472281	245509870
A4493	4	245472281	245509870
A4977	4	245472281	245509870
E2387	4	245472281	245509870
A0102	4	245472278	245524793
A2062	4	245469464	245524840
A3745	4	245509870	245524840
A5065	4	245472281	245524840
A5826	4	245509864	245524840
E1566	4	245472281	245524840
E2143	4	245466458	245524840
A0830	4	245472281	245525023
A2913	4	245509864	245525023
A4957	4	245472281	245525023
E1149	4	245469202	245525023
E1579	4	245509870	245525023
A3784	4	245472281	245525128
A4168	4	245466458	245525128
A4553	4	245509870	245525128
E2972	4	245472281	245525128
A0173	4	245525023	245531703
E1898	4	245524840	245531712
A0417	4	245525128	245531868
A5459	4	245524840	245531868
A5951	4	245466497	245531868
E0220	4	245472278	245531868
A2831	4	245525023	245531907
A0994	4	245525128	245535988
A4780	4	245531868	245535988
E0757	4	245531907	245535988
A2052	4	245524840	245536716
A3293	4	245525128	245536738
A2683	4	245466497	245537057
A2941	4	245531712	245537057
A1531	4	245466497	245537078
A0008	4	245537070	245631282
A1593	4	245537057	245631282
A2276	4	245537078	245631282
A3488	4	245537078	245631292
A4027	4	245537057	245631292
E2098	4	245537057	245631292
A2380	4	245525128	245632039
A4678	4	245631282	245632039
E1456	4	245537095	245632039
E1768	4	245536704	245632039
A2098	4	245631282	245637695
E2509	4	245531907	245637695
E1267	4	245642394	245656982
E2883	4	245642597	245656985
A0877	4	245637695	245659126
A5057	4	245632054	245659126
E1257	4	245637695	245659126
E2270	4	245642597	245659126
A1446	4	245632840	245858890
A2243	4	245659126	245858890
A2631	4	245632840	245858890
A3058	4	245659126	245858890
B3359	4	245637695	245858890
B3414	4	245659126	245858890
E0111	4	245659126	245858890
E2748	4	245642597	245858890
A5478	4	245637695	245859001
A2102	4	245659126	245859042
A2272	4	245659126	245859042
B3203	4	245659126	245859042
E2625	4	245659126	245859042
A1003	4	245642597	245859130
E0885	4	245637695	245859130
A0121	4	245642597	245865261
A0132	4	245467593	245865261
A0621	4	245659126	245865261
A0971	4	245642394	245865261
A1768	4	245659126	245865261
A1903	4	245659126	245865261
A1916	4	245659126	245865261
A2105	4	245659126	245865261
A2164	4	245659126	245865261
A2851	4	245642394	245865261
A2894	4	245659126	245865261
A3008	4	245659126	245865261
A3244	4	245659126	245865261
A3321	4	245659126	245865261
A3592	4	245659126	245865261
A3709	4	245637695	245865261
A4349	4	245642394	245865261
A4468	4	245642394	245865261
A4476	4	245659126	245865261
A4542	4	245659126	245865261
A4584	4	245659126	245865261
A5474	4	245659126	245865261
E1603	4	245659126	245865261
E1794	4	245642394	245865261
E2511	4	245537095	245865261
E2819	4	245659126	245865261
A1420	4	245659126	245865828
A1392	4	245659126	245865867
E0568	4	245637695	245865867
E1406	4	245659126	245867217
A2993	4	245659126	245874189
A3140	4	245632429	245923655
A3252	4	245657101	245923655
E2965	4	245642597	245923655
A3542	4	245632840	245924086
E1146	4	245642597	245924086
E1276	4	245632039	245924086
A5134	4	245642394	245924875
A2437	4	245659126	245925130
A4415	4	245659126	245925130
A0925	4	245867217	245925161
B3120	4	245923655	245926883
E1033	4	245659126	245926883
E1516	4	245637695	245926883
E1809	4	245632039	245926883
E2013	4	245659126	245926883
A0602	4	245865261	245955101
A1040	4	245632429	245957324
A2331	4	245632429	245957324
A3172	4	245632429	245957324
E2980	4	245637695	245957324
A0602	4	245955101	245960571
A1108	4	245865261	245973838
A0210	4	245631282	245982358
B3324	4	245977560	246035578
A0004	4	245924086	246035879
A0971	4	245982321	246035879
B3092	4	245973838	246035879
E2715	4	245971311	246035879
A5726	4	245977396	246036308
E1022	4	245969219	246036377
A3379	4	246036877	246057585
E0650	4	246037176	246127827
A0004	4	246057585	246127870
A0572	4	246057585	246127870
A4142	4	246057585	246127870
A5045	4	246127827	246246037
A4538	4	246057585	246246083
E1522	4	246057585	246246315
E2715	4	246057585	246277326
A1286	4	246127870	246345150
A2219	4	246127827	246345150
A1646	4	246037176	246345262
A0180	4	246127870	246378236
A1278	4	246246315	246378236
A1418	4	246345262	246378236
A3172	4	246374674	246378236
A3762	4	246246083	246378236
E0226	5	120376	574534
E1062	5	50426	574534
E1569	5	574618	688921
A1389	5	574534	689439
A3542	5	574534	689439
E1478	5	574534	689439
E2470	5	574534	689439
A0148	5	697613	703888
A1270	5	119348	703927
A5413	5	791482	835237
A2049	5	776703	841150
A1048	5	845171	899201
A2787	5	841150	935518
A2168	5	920067	936737
A5692	5	835237	936781
A4234	5	953610	956163
A0741	5	953610	968977
A5816	5	964617	968977
E2920	5	951167	968977
E0460	5	959986	970158
A2239	5	968977	975133
A3030	5	968977	975133
A3080	5	968977	981099
B3706	5	975130	982736
A0537	5	975250	1062693
A0958	5	981132	1062693
B3426	5	975250	1062693
E1132	5	990121	1062693
A0691	5	975200	1064403
A2174	5	975427	1064403
A5284	5	975427	1064403
A5491	5	959756	1064403
B3371	5	984183	1064403
E0330	5	975427	1064403
E1694	5	984183	1064403
A4328	5	975200	1065239
A2072	5	975250	1080987
A2774	5	984183	1080987
A0320	5	982736	1080997
A0355	5	994557	1080997
A0992	5	994557	1080997
A1012	5	975200	1080997
A2102	5	994557	1080997
A2186	5	975133	1080997
A3919	5	976446	1080997
A4188	5	975427	1080997
A5953	5	994557	1080997
A5960	5	984183	1080997
E1585	5	994557	1080997
E1599	5	1064403	1080997
E2164	5	994517	1080997
A0330	5	975133	1081261
A0713	5	984183	1081261
A1068	5	975250	1081261
A1092	5	984183	1081261
A1397	5	975133	1081261
A1811	5	990121	1081261
A2747	5	990121	1081261
A3130	5	990121	1081261
A3251	5	990121	1081261
A4553	5	982736	1081261
E2937	5	990121	1081261
A1612	5	976446	1081286
A1956	5	990400	1081286
A3391	5	984183	1081286
B3091	5	994557	1081287
A2697	5	975427	1081441
E0760	5	976446	1081441
A2514	5	982736	1081688
A2302	5	994557	1082697
A2923	5	982736	1082697
E2972	5	1064403	1082697
A4493	5	975130	1082778
E2363	5	994557	1087405
A2028	5	1082697	1088031
A0013	5	1081441	1088607
A0330	5	1081261	1088607
E1054	5	1081441	1088607
B3724	5	1081691	1089643
E1056	5	1081691	1089643
A0215	5	1081287	1089661
A1811	5	1081261	1089668
A2747	5	1081261	1089668
A2893	5	1081691	1093199
A4052	5	975427	1093199
A5181	5	982736	1093199
A5358	5	1081286	1093199
E0905	5	1065238	1093199
E1425	5	1082778	1093199
E2784	5	1062693	1093199
E2971	5	975200	1093199
A0713	5	1081261	1099498
A1092	5	1081261	1099498
A1956	5	1081441	1099567
A0355	5	1081287	1100583
A2617	5	1082697	1100583
E0932	5	1088607	1101347
E0755	5	1081691	1102090
A2428	5	1081691	1126849
A5960	5	1102090	1129674
A0173	5	1101347	1131069
A0544	5	1102094	1131069
A1433	5	1102094	1131069
A1448	5	1101351	1131069
A1469	5	1093199	1131069
B3059	5	1081441	1131069
E1010	5	1101347	1131069
B3697	5	1131069	1131261
A0320	5	1100583	1134988
A2768	5	1089668	1134988
A3251	5	1102132	1134988
A4553	5	1102132	1134988
A0114	5	1129663	1222237
A2297	5	1135681	1222237
A2309	5	1170245	1222237
A3097	5	1131069	1222237
A4645	5	1102146	1222237
A1729	5	1101347	1222514
A2696	5	1101347	1222514
A5065	5	1100583	1222514
B3543	5	1135681	1223179
E1249	5	1131261	1223179
E2490	5	1089668	1223179
A0812	5	1131069	1223275
E2510	5	1134988	1223275
E2329	5	1089682	1224262
A1048	5	1131069	1275998
A4381	5	1131069	1275998
E1890	5	1131261	1275998
B3366	5	1223179	1276010
A0866	5	1102097	1279100
A4495	5	1131261	1279100
E2209	5	1224262	1288779
A5429	5	1081286	1291794
A4618	5	1223275	1298443
A2252	5	1223275	1298449
A5059	5	1298449	1354078
A0235	5	1131069	1369822
A1976	5	1354453	1484890
A2062	5	1369779	1484890
A4476	5	1298443	1484890
A2115	5	1298443	1484904
A3886	5	1298443	1484904
E0404	5	1298449	1484904
A0209	5	1354453	1484909
A0897	5	1279078	1484909
A1643	5	1369822	1484909
A4161	5	1223275	1484909
A4342	5	1374461	1484909
B3019	5	1369823	1484909
B3312	5	1298449	1484909
E0280	5	1223275	1484909
E0484	5	1374461	1484909
A4142	5	1369822	1484911
A1625	5	1369822	1484950
E1342	5	1374461	1484975
A1877	5	1392022	1485297
A4388	5	1369980	1485297
A0546	5	1484890	1532045
A5057	5	1392022	1532045
E0482	5	1484909	1532045
A2729	5	1484975	1534394
A5350	5	1484975	1534394
B3442	5	1485297	1566061
E2028	5	1534394	1566061
A5799	5	1502964	1566595
A1746	5	1223179	1567973
E2095	5	1534394	1567973
A1201	5	1485297	1568753
A2722	5	1484909	1568753
E0355	5	1532045	1568753
E2258	5	1534371	1568753
A0511	5	1484909	1568915
A1811	5	1534371	1568915
A2605	5	1502964	1568915
A2787	5	1485297	1568915
A2807	5	1485297	1568915
B3475	5	1485297	1568915
E0968	5	1354308	1568915
A0456	5	1484975	1572172
A2477	5	1502964	1572172
A3505	5	1484909	1572172
A4438	5	1484975	1572172
B3579	5	1567973	1573622
A3064	5	1485297	1576759
A3281	5	1568753	1576759
E0066	5	1566595	1576759
A5366	5	1566061	1576783
E1355	5	1502964	1576783
B3569	5	1392022	1578766
A5826	5	1484975	1578774
B3383	5	1573622	1578774
A0484	5	1567973	1580107
A3788	5	1484909	1580341
A3096	5	1572172	1583693
A4567	5	1578621	1583693
A4759	5	1573622	1583693
A0636	5	1568753	1583940
A3105	5	1572172	1583967
E2800	5	1579533	1583967
A5783	5	1576759	1584280
E2077	5	1576783	1584280
A2250	5	1572172	1584418
E1577	5	1532003	1584418
A1072	5	1584418	1585145
A3667	5	1584280	1585206
A5125	5	1572172	1585206
E1839	5	1584418	1586227
B3406	5	1584280	1586272
E2115	5	1584280	1586272
E2601	5	1580341	1586272
A0798	5	1532011	1586362
A5334	5	1584280	1586362
A5388	5	1584280	1586362
A5974	5	1586362	1586850
A0329	5	1586362	1586851
A0599	5	1584418	1586851
A1949	5	1586362	1586851
A2044	5	1584418	1586851
A2304	5	1586362	1586851
A4221	5	1584418	1586851
B3432	5	1584280	1586851
E1643	5	1584418	1586851
E2010	5	1584418	1586851
E2052	5	1584280	1586851
A5060	5	1586362	1592575
A3688	5	1586850	1592937
A4984	5	1584280	1592937
E1646	5	1584418	1592937
E2047	5	1586362	1592937
A4770	5	1586851	1607508
E0956	5	1592937	1608075
A0003	5	1584280	1611695
A0557	5	1586362	1611695
A0571	5	1584280	1611695
A0603	5	1584280	1611695
A0675	5	1586362	1611695
A2693	5	1592937	1611695
A2904	5	1586362	1611695
A3677	5	1592968	1611695
A4080	5	1592937	1611695
A5479	5	1592937	1611695
B3013	5	1586851	1611695
E0127	5	1586851	1611695
E0929	5	1586851	1611695
E2788	5	1586851	1611695
A4584	5	1592937	1612076
A4545	5	1584280	1612128
A5391	5	1584418	1621846
E1037	5	1611695	1621846
E2843	5	1612128	1621846
A5218	5	1611695	1621857
A3623	5	1622059	1666290
A4815	5	1621846	1666290
E2197	5	1611695	1666290
A0003	5	1611695	1666466
A0485	5	1621846	1666466
A0552	5	1621864	1666466
A0557	5	1611695	1666466
A0571	5	1611695	1666466
A0603	5	1611695	1666466
A0828	5	1622059	1666466
A4770	5	1621846	1666466
A5734	5	1612076	1666466
E1419	5	1621857	1666466
E2293	5	1592937	1666466
A0646	5	1621857	1666486
A3025	5	1586851	1666486
E2983	5	1621857	1666486
A0605	5	1666836	1716135
A0574	5	1666466	1717517
E2512	5	1666836	1717517
A0142	5	1621864	1717656
A0392	5	1621864	1717656
A0699	5	1666517	1717656
A0483	5	1592937	1717753
A0675	5	1611695	1717753
A2501	5	1666836	1717753
A2904	5	1611695	1717753
E0146	5	1611695	1717753
E2371	5	1592937	1717753
A0311	5	1621857	1720941
E2524	5	1717753	1720941
A1151	5	1592937	1721074
A0399	5	1666836	1759644
A1210	5	1723843	1759644
A3542	5	1723843	1759644
A3555	5	1666466	1759644
A4354	5	1723843	1759644
A4411	5	1723843	1763715
B3558	5	1720941	1763790
A3091	5	1717753	1764062
A1023	5	1666836	1764290
A1184	5	1720941	1764290
A2498	5	1720941	1764290
A3449	5	1720941	1764290
E1496	5	1720941	1764290
A1238	5	1720941	1764300
A1835	5	1759644	1764317
A2446	5	1666836	1764317
A4080	5	1666836	1764317
E1960	5	1622104	1764317
A1366	5	1666466	1764922
A2610	5	1723843	1764922
A3023	5	1765157	1768925
A0129	5	1768955	1836666
A0668	5	1768942	1836666
A2397	5	1765117	1836666
A2688	5	1768942	1836666
A2767	5	1768955	1836666
A5576	5	1768942	1836666
A5948	5	1768942	1836666
A5960	5	1768700	1836666
E1818	5	1768700	1836666
A2104	5	1764931	1836669
A3623	5	1764991	1836669
E0831	5	1768955	1836669
E1428	5	1768955	1836669
A4142	5	1765179	1877541
A1504	5	1768925	1880660
A5797	5	1777947	1880660
B3008	5	1764290	1880660
B3685	5	1836666	1880660
E2252	5	1768700	1880660
E2610	5	1768700	1880660
A1537	5	1764290	1880798
A1779	5	1836669	1880798
E0040	5	1765117	1880815
A5173	5	1765373	1880826
A4031	5	1764352	1880845
A5365	5	1880660	1897929
A4066	5	1880815	1898325
E0594	5	1765376	1900349
E1912	5	1884534	1900349
A1166	5	1880826	1905809
E0137	5	1768942	1905809
E2686	5	1880798	1905809
E0587	5	1880842	1905899
A2324	5	1906061	1914076
A4318	5	1768700	1914086
A1418	5	1914431	1935678
A3508	5	1914847	1935678
A5717	5	1905851	1935678
E0455	5	1914431	1935678
A1411	5	1914431	1935681
A2807	5	1908768	1935681
A3563	5	1914453	1935681
B3328	5	1914120	1935930
E0309	5	1914431	1935930
A3285	5	1914847	1944855
E0226	5	1944855	1957121
E2023	5	1914847	1957121
A0918	5	1935678	1957134
A3321	5	1914847	1957134
A4676	5	1914431	1957134
E0126	5	1935930	1957134
E2976	5	1935681	1957134
A5152	5	1914847	1958603
A1194	5	1914847	1958789
A1485	5	1914431	1958789
A2065	5	1914431	1958808
A3121	5	1935930	1958809
E0800	5	1935681	1958809
E1473	5	1957121	1958809
B3385	5	1935930	1978137
A0038	5	1958808	1978986
A0655	5	1958808	1978986
A2701	5	1935681	1978986
B3391	5	1935681	1978986
A5124	5	1978986	1981411
A5746	5	1992339	2065008
A2332	5	1978986	2065081
E1732	5	1958603	2065081
A2269	5	1992308	2167211
E2090	5	2065081	2167211
E0170	5	2005599	2167560
A0101	5	2065081	2167654
A0496	5	1978986	2167654
A1029	5	1981409	2167654
A1847	5	1981409	2167654
A3055	5	2000731	2167654
A3125	5	1992308	2167654
A4192	5	2065081	2167654
E1592	5	1981409	2167654
E2988	5	2065081	2167654
A2429	5	1958789	2168535
E0099	5	1981438	2168535
E0624	5	1978137	2168535
B3636	5	1989491	2168537
E0130	5	1981411	2168537
E0472	5	1978161	2168537
A5177	5	1958846	2168541
A0219	5	1992308	2168549
A0355	5	1978986	2168549
A5324	5	2065081	2168549
A5494	5	1958809	2168549
A0417	5	2065081	2168575
A0955	5	2065081	2168575
A2056	5	1992308	2168575
A5945	5	1981409	2168575
B3739	5	1981411	2168690
A3003	5	1992308	2168700
B3294	5	1981411	2168700
A2788	5	1981409	2168837
A5110	5	1981409	2168837
A5787	5	1981409	2168837
E1925	5	1981409	2168837
A0324	5	1935930	2169679
A2988	5	1981411	2177051
B3299	5	2005589	2177051
E1252	5	2065081	2177051
A2654	5	1989491	2177090
A3727	5	1978986	2177114
E2418	5	2168837	2177629
A0727	5	2177051	2195195
A1328	5	2168537	2195195
A1654	5	2178071	2195195
A4094	5	2065081	2195195
A4685	5	2177629	2195195
B3257	5	2177629	2195195
E0057	5	2177051	2195195
E0243	5	2177051	2195195
E0640	5	2177629	2195195
E1304	5	2177051	2195195
E1439	5	1981409	2195195
E1474	5	2168535	2195195
E1774	5	2168535	2195195
E1788	5	2177051	2195195
E1834	5	2177051	2195195
E2697	5	2177051	2195195
A0700	5	2177114	2195204
A1119	5	2177629	2195204
A3811	5	2178071	2195204
A5810	5	2177629	2195204
B3185	5	2065081	2197315
E0610	5	2065081	2197315
E0744	5	2195195	2197315
E2160	5	1978986	2197315
E2332	5	2177090	2197315
A2955	5	1978986	2198260
A3601	5	2177629	2198260
A1363	5	2195195	2198312
A0486	5	2195195	2204927
A1411	5	2198312	2204927
A1644	5	2198260	2204927
A4588	5	2198260	2205304
E0619	5	2198260	2206209
A2919	5	2168690	2224670
E1170	5	2204927	2224670
A5483	5	2195195	2224789
E0743	5	2198260	2224789
E1765	5	2204927	2224789
E2475	5	2204927	2224789
B3086	5	2206209	2224858
E1221	5	2197326	2224858
A3186	5	2206164	2226265
A3848	5	2198260	2229118
E2398	5	2226265	2329956
A1595	5	2224858	2329973
A2717	5	2224789	2329973
E0435	5	2232595	2329973
A3679	5	2198260	2329983
A4658	5	1899028	2329983
A3753	5	2237669	2329984
A1090	5	2229132	2330731
A2103	5	2195204	2330731
A0286	5	2204927	2331231
A0525	5	2232713	2331231
A3481	5	2177090	2331231
A5323	5	2229118	2331231
E1810	5	2177090	2331231
E2203	5	2206225	2331231
E2390	5	2224858	2331231
E2916	5	2229132	2331231
A0490	5	2224789	2331250
A0697	5	2198260	2331250
A2084	5	2197315	2331250
E1169	5	2228702	2331250
A5291	5	2198260	2331372
B3034	5	2224789	2331372
E0212	5	2197327	2331372
E0554	5	2237669	2331372
E0618	5	2224789	2331372
E1746	5	2224789	2331372
E2389	5	2198260	2331372
E2625	5	2232713	2331372
A0178	5	2232261	2331832
A1063	5	2167654	2331832
A2416	5	2204927	2331832
E0353	5	2331372	2331832
A2707	5	2229132	2331839
E0273	5	2232168	2331839
A2428	5	2229132	2332288
A5716	5	2204927	2332288
B3071	5	2331369	2332288
E1311	5	2232168	2332288
A1117	5	2198312	2335717
A1851	5	2331832	2335717
A2999	5	2198312	2335717
A3896	5	2198312	2335717
B3321	5	2332288	2335717
B3326	5	2332288	2335717
E0625	5	2332288	2335717
A1267	5	2226265	2337672
A0494	5	2226265	2340520
A0993	5	2332288	2340520
A2950	5	2332288	2340520
B3397	5	2226265	2340520
B3540	5	2335717	2340520
E0411	5	2337672	2340520
E1251	5	2332288	2340520
E1515	5	2226265	2340520
E2499	5	2332288	2340520
A1276	5	2337672	2343631
E1493	5	2224789	2343631
A3262	5	2331839	2343636
A3493	5	2332288	2343636
A3794	5	2332288	2343636
B3569	5	2332288	2343636
E0392	5	2332288	2345855
A3800	5	2337672	2346203
E1723	5	2340520	2346203
E1022	5	2331372	2346263
A0596	5	2331832	2346279
A2510	5	2332288	2346904
A1263	5	2343631	2348475
B3499	5	2337672	2348475
E1864	5	2331839	2348475
A2974	5	2331832	2350157
A3585	5	2332288	2350157
A0873	5	2332288	2350310
E0322	5	2332288	2350310
E0543	5	2198260	2350310
E1545	5	2343636	2350310
E2674	5	2198260	2350310
A2976	5	2348424	2350367
A1070	5	2350393	2353453
A5842	5	2350310	2353453
E2169	5	2350157	2353453
E0166	5	2350393	2353499
E0353	5	2350393	2353499
E1992	5	2350393	2353499
A3085	5	2350310	2353511
A0692	5	2350379	2355794
A0953	5	2350393	2355794
A2215	5	2350367	2355794
A3717	5	2350378	2355794
A5290	5	2350412	2355794
B3332	5	2350378	2355794
B3393	5	2346846	2355794
B3538	5	2350412	2355794
E0840	5	2350412	2355794
E1076	5	2350367	2355794
E1201	5	2353499	2355794
E2091	5	2350367	2355794
E2827	5	2350378	2355794
A4925	5	2350378	2355801
E1892	5	2350378	2355801
A0576	5	2350378	2356548
B3114	5	2350367	2356548
A0089	5	2350367	2356987
A1396	5	2353511	2356987
A3033	5	2355794	2356987
E0016	5	2350378	2356987
E0143	5	2355794	2356987
E2718	5	2350412	2356990
E3000	5	2355794	2364393
A3350	5	2350378	2364467
E0724	5	2356987	2364467
A1251	5	2355801	2370329
E0070	5	2355873	2370329
E0719	5	2355873	2370329
A5000	5	2356987	2370334
A4171	5	2356987	2370411
A4349	5	2364468	2370411
E0988	5	2356987	2370411
A2406	5	2356987	2370601
A4987	5	2356987	2370601
A2530	5	2356987	2379477
A4071	5	2356987	2379477
B3053	5	2356987	2379477
B3320	5	2350378	2379485
E2513	5	2350378	2379485
A1745	5	2364385	2379687
A1850	5	2356606	2379687
A2652	5	2357065	2379687
A0455	5	2370380	2379747
A1098	5	2356987	2379748
E1908	5	2356987	2387537
A1246	5	2370411	2387855
A1417	5	2379687	2387855
A1916	5	2370475	2387855
A3263	5	2356987	2387855
A5376	5	2370411	2387855
A5700	5	2356987	2387855
E1013	5	2356987	2387855
E1034	5	2356987	2387855
E2102	5	2364385	2387855
E2458	5	2356990	2387855
A5416	5	2356548	2387871
E2023	5	2370334	2387871
E0554	5	2357065	2388766
B3366	5	2387871	2389384
A0176	5	2364393	2390739
A0420	5	2387855	2390739
A0896	5	2364451	2390739
E0280	5	2387496	2390739
E2786	5	2387855	2390739
E0927	5	2390739	2395244
A4295	5	2390758	2395345
A2621	5	2388766	2395969
A4812	5	2390739	2396549
A5434	5	2390739	2396549
A0359	5	2390739	2396574
A0713	5	2370601	2396574
B3276	5	2370601	2396574
E2813	5	2370601	2396574
A1622	5	2357065	2398307
A2105	5	2356987	2398307
A2897	5	2387855	2398319
B3058	5	2390739	2403032
A4850	5	2387855	2403140
A4982	5	2387855	2403140
E0925	5	2390739	2404184
B3736	5	2390739	2404185
A1754	5	2388766	2404188
A2410	5	2387867	2404232
B3586	5	2356987	2404232
E1915	5	2387867	2404232
A1696	5	2390739	2407563
A4133	5	2398319	2407563
E0122	5	2398307	2407563
E0293	5	2395969	2407563
A0039	5	2404232	2407577
A1340	5	2390758	2407577
E2868	5	2403032	2407604
E1665	5	2395969	2407683
A0674	5	2407563	2413775
A2073	5	2350393	2413775
A3133	5	2407563	2413775
E2155	5	2407563	2413775
A0004	5	2390739	2416773
A1029	5	2407683	2416773
A2367	5	2407683	2416773
A5217	5	2407683	2416789
E0629	5	2407683	2416799
A4096	5	2407563	2416805
E0276	5	2403140	2416805
E2304	5	2404232	2416805
A2737	5	2403038	2416973
A5368	5	2403038	2416973
E2966	5	2396566	2416973
E2637	5	2416973	2417237
A5070	5	2413820	2417794
B3696	5	2413820	2417794
A5714	5	2417012	2421274
A1062	5	2416788	2421395
A1926	5	2417039	2421395
A3043	5	2417891	2421395
A3672	5	2417891	2421395
E2511	5	2416805	2421395
A2712	5	2417891	2428827
E1186	5	2417890	2428827
E2608	5	2417891	2428827
A1756	5	2417891	2435191
A5828	5	2416973	2435191
B3414	5	2421274	2435234
E0596	5	2417891	2435234
E2319	5	2417012	2435236
E2352	5	2421395	2435236
E2726	5	2417794	2435240
A2276	5	2417794	2435360
E2387	5	2421395	2435403
A3728	5	2416805	2435546
A3797	5	2416805	2435546
E2952	5	2417105	2435546
A1398	5	2421395	2435552
E1172	5	2417039	2435556
E2120	5	2417891	2435556
A4052	5	2417012	2435560
B3726	5	2421395	2435560
E0678	5	2407563	2435580
A0883	5	2417039	2435632
A3472	5	2417237	2435632
A4839	5	2416973	2435632
A4814	5	2421395	2436332
A1145	5	2421395	2437189
A5010	5	2421395	2437240
A0877	5	2417794	2437456
A0843	5	2421395	2437569
A1820	5	2416773	2439720
E0075	5	2416773	2439720
A3632	5	2421392	2440077
E1176	5	2421395	2440223
E1695	5	2421395	2440223
A4262	5	2416973	2441479
A4161	5	2441472	2444603
A0905	5	2444443	2445877
A5402	5	2441479	2447336
E1257	5	2440223	2447336
E0301	5	2447336	2460627
E1249	5	2445877	2460627
A0703	5	2444443	2481331
A1983	5	2444151	2481331
A2075	5	2441472	2481331
A2382	5	2445216	2481331
A2855	5	2444415	2481331
A3430	5	2441472	2481331
A5804	5	2445877	2481331
E2463	5	2444443	2481331
E2995	5	2441472	2481331
A3071	5	2460627	2509530
A0575	5	2445877	2541198
A3072	5	2445885	2541198
A0455	5	2460627	2554581
A1160	5	2447336	2554581
A2897	5	2481331	2554581
A3526	5	2447336	2554581
A5197	5	2447336	2554581
B3154	5	2481331	2554581
A0146	5	2444603	2554647
E0660	5	2468042	2555259
A0941	5	2481331	2581061
A2292	5	2481331	2581061
A5745	5	2460627	2581061
E1292	5	2481331	2581061
E2531	5	2445877	2581061
